customerid,subscription_type,contract_length,usage_frequency,support_calls,payment_delay
42108,Premium,Quarterly,20,8,8
42109,Standard,Quarterly,4,5,14
42110,Standard,Quarterly,12,0,21
42111,Basic,Annual,16,3,20
42112,Basic,Annual,21,5,27
42113,Basic,Monthly,30,0,23
42114,Premium,Quarterly,16,3,12
42115,Premium,Annual,30,3,24
42116,Basic,Annual,23,5,16
42117,Standard,Monthly,26,8,6
42118,Standard,Monthly,11,1,14
42119,Basic,Monthly,10,8,30
42120,Basic,Quarterly,20,0,9
42121,Premium,Monthly,11,5,20
42122,Basic,Annual,1,6,6
42123,Premium,Quarterly,28,9,2
42124,Basic,Quarterly,27,0,2
42125,Basic,Quarterly,18,5,4
42126,Premium,Monthly,17,5,25
42127,Basic,Annual,20,2,10
42128,Standard,Monthly,3,9,17
42129,Basic,Quarterly,13,7,15
42130,Basic,Quarterly,11,8,19
42131,Basic,Quarterly,9,7,18
42132,Standard,Quarterly,20,0,0
42133,Basic,Monthly,21,7,5
42134,Standard,Monthly,20,0,25
42135,Basic,Quarterly,17,6,30
42136,Standard,Annual,2,5,14
42137,Premium,Monthly,4,9,16
42138,Standard,Monthly,11,4,29
42139,Premium,Quarterly,8,9,7
42140,Basic,Annual,19,0,13
42141,Standard,Annual,7,5,26
42142,Premium,Annual,3,5,2
42143,Premium,Annual,7,1,15
42144,Standard,Quarterly,15,10,26
42145,Standard,Quarterly,24,2,18
42146,Premium,Monthly,24,6,9
42147,Standard,Annual,13,1,23
42148,Basic,Quarterly,25,9,25
42149,Premium,Quarterly,3,4,10
42150,Premium,Quarterly,15,3,10
42151,Premium,Quarterly,12,6,21
42152,Standard,Monthly,14,8,7
42153,Standard,Annual,13,2,10
42154,Standard,Annual,30,3,19
42155,Basic,Annual,8,9,13
42156,Standard,Quarterly,21,7,8
42157,Premium,Monthly,3,6,9
42158,Basic,Quarterly,6,6,19
42159,Premium,Annual,9,5,4
42160,Standard,Monthly,8,5,10
42161,Basic,Quarterly,5,3,29
42162,Standard,Annual,10,4,23
42163,Premium,Monthly,10,2,7
42164,Premium,Monthly,21,4,22
42165,Standard,Annual,11,4,13
42166,Premium,Quarterly,14,8,2
42167,Premium,Annual,9,2,29
42168,Premium,Annual,13,5,3
42169,Standard,Monthly,25,7,23
42170,Basic,Monthly,3,5,8
42171,Basic,Quarterly,15,8,0
42172,Premium,Annual,29,5,29
42173,Basic,Monthly,29,5,20
42174,Basic,Annual,16,4,5
42175,Premium,Annual,23,5,5
42176,Standard,Annual,19,0,23
42177,Standard,Annual,1,0,26
42178,Premium,Monthly,30,8,3
42179,Premium,Monthly,1,6,2
42180,Premium,Quarterly,15,10,4
42181,Premium,Annual,9,2,18
42182,Standard,Quarterly,13,2,5
42183,Standard,Annual,14,6,20
42184,Premium,Quarterly,30,1,2
42185,Basic,Monthly,19,8,6
42186,Standard,Annual,28,8,19
42187,Premium,Annual,7,5,21
42188,Basic,Annual,21,5,21
42189,Standard,Annual,25,6,15
42190,Premium,Quarterly,2,9,21
42191,Premium,Monthly,18,6,29
42192,Basic,Annual,26,5,22
42193,Standard,Annual,21,10,21
42194,Premium,Quarterly,27,5,10
42195,Basic,Annual,1,10,3
42196,Premium,Quarterly,16,0,27
42197,Basic,Quarterly,3,0,26
42198,Basic,Annual,9,3,11
42199,Basic,Annual,30,6,23
42200,Standard,Monthly,15,4,13
42201,Basic,Monthly,3,2,14
42202,Premium,Quarterly,19,10,2
42203,Standard,Quarterly,29,0,1
42204,Standard,Monthly,18,2,15
42205,Premium,Quarterly,20,10,13
42206,Basic,Annual,17,9,24
42207,Premium,Monthly,30,5,20
42208,Standard,Monthly,23,9,15
42209,Premium,Quarterly,22,5,14
42210,Premium,Annual,18,7,9
42211,Basic,Annual,6,8,21
42212,Basic,Annual,7,7,6
42213,Basic,Quarterly,27,7,1
42214,Standard,Quarterly,25,4,16
42215,Premium,Annual,28,8,14
42216,Basic,Quarterly,17,6,21
42217,Premium,Monthly,5,7,24
42218,Standard,Monthly,2,10,8
42219,Standard,Annual,22,3,20
42220,Standard,Annual,7,9,1
42221,Basic,Monthly,26,6,18
42222,Premium,Annual,30,2,24
42223,Basic,Quarterly,7,10,25
42224,Premium,Quarterly,25,0,25
42225,Standard,Monthly,12,7,14
42226,Standard,Monthly,23,6,26
42227,Basic,Annual,1,7,12
42228,Premium,Monthly,6,10,5
42229,Standard,Monthly,21,6,19
42230,Premium,Quarterly,5,4,0
42231,Premium,Monthly,20,1,8
42232,Basic,Annual,14,0,20
42233,Standard,Quarterly,19,1,27
42234,Basic,Annual,10,7,10
42235,Standard,Monthly,15,7,4
42236,Premium,Quarterly,14,7,25
42237,Standard,Annual,20,1,11
42238,Premium,Quarterly,25,3,17
42239,Premium,Monthly,21,9,18
42240,Basic,Quarterly,2,7,26
42241,Premium,Quarterly,13,5,13
42242,Standard,Monthly,24,3,10
42243,Premium,Monthly,5,0,8
42244,Basic,Monthly,5,10,12
42245,Premium,Quarterly,30,5,27
42246,Premium,Quarterly,16,10,23
42247,Basic,Annual,27,5,16
42248,Standard,Annual,16,6,25
42249,Premium,Monthly,10,10,0
42250,Basic,Annual,24,7,6
42251,Premium,Monthly,17,4,11
42252,Standard,Annual,27,6,24
42253,Premium,Monthly,17,2,14
42254,Basic,Monthly,17,6,18
42255,Standard,Annual,24,7,30
42256,Standard,Monthly,26,10,20
42257,Premium,Monthly,6,2,4
42258,Premium,Monthly,25,7,4
42259,Basic,Monthly,10,0,6
42260,Basic,Monthly,10,2,16
42261,Premium,Monthly,6,5,4
42262,Standard,Quarterly,8,6,18
42263,Standard,Quarterly,7,4,11
42264,Standard,Annual,7,1,7
42265,Premium,Annual,4,7,29
42266,Basic,Annual,25,2,14
42267,Standard,Quarterly,10,3,19
42268,Basic,Annual,17,8,22
42269,Premium,Quarterly,27,3,24
42270,Basic,Quarterly,12,10,16
42271,Standard,Quarterly,9,8,23
42272,Standard,Monthly,18,4,20
42273,Standard,Annual,7,8,19
42274,Premium,Annual,23,1,2
42275,Basic,Annual,6,2,5
42276,Basic,Quarterly,14,4,5
42277,Basic,Annual,9,4,29
42278,Standard,Monthly,26,6,30
42279,Standard,Quarterly,1,0,4
42280,Premium,Annual,21,2,28
42281,Standard,Quarterly,17,6,20
42282,Basic,Quarterly,15,9,23
42283,Premium,Annual,9,9,5
42284,Basic,Monthly,14,5,1
42285,Premium,Annual,20,4,20
42286,Standard,Annual,9,6,25
42287,Basic,Annual,29,5,5
42288,Standard,Quarterly,7,3,27
42289,Premium,Monthly,27,2,27
42290,Basic,Annual,28,8,21
42291,Basic,Quarterly,27,9,2
42292,Standard,Quarterly,22,0,6
42293,Premium,Annual,16,2,16
42294,Basic,Annual,19,1,25
42295,Basic,Monthly,27,9,18
42296,Standard,Annual,21,9,25
42297,Premium,Annual,15,4,4
42298,Premium,Monthly,14,4,9
42299,Premium,Quarterly,13,6,6
42300,Premium,Annual,11,0,23
42301,Premium,Monthly,15,7,22
42302,Basic,Monthly,30,5,0
42303,Standard,Annual,5,0,27
42304,Basic,Annual,14,0,26
42305,Standard,Quarterly,12,3,19
42306,Standard,Monthly,2,0,2
42307,Standard,Monthly,22,10,28
42308,Basic,Annual,24,4,19
42309,Premium,Quarterly,28,5,18
42310,Premium,Annual,9,4,13
42311,Basic,Quarterly,6,2,20
42312,Premium,Annual,9,5,15
42313,Basic,Quarterly,18,2,16
42314,Premium,Annual,30,0,22
42315,Standard,Annual,18,4,16
42316,Standard,Monthly,12,1,1
42317,Premium,Annual,24,0,4
42318,Standard,Annual,18,0,26
42319,Standard,Annual,8,9,1
42320,Basic,Quarterly,7,2,3
42321,Basic,Quarterly,24,2,12
42322,Basic,Quarterly,11,5,16
42323,Standard,Quarterly,13,9,3
42324,Basic,Quarterly,11,3,21
42325,Premium,Monthly,13,3,29
42326,Basic,Monthly,1,5,8
42327,Premium,Monthly,11,6,29
42328,Basic,Annual,13,9,6
42329,Basic,Annual,26,7,4
42330,Basic,Quarterly,22,1,18
42331,Basic,Annual,21,10,22
42332,Standard,Annual,5,6,10
42333,Standard,Annual,13,1,27
42334,Standard,Monthly,8,8,6
42335,Premium,Monthly,23,10,12
42336,Standard,Quarterly,23,4,13
42337,Premium,Quarterly,16,0,2
42338,Standard,Annual,20,5,14
42339,Standard,Monthly,19,6,20
42340,Standard,Quarterly,8,10,19
42341,Premium,Annual,22,1,26
42342,Standard,Annual,13,9,18
42343,Premium,Annual,11,10,19
42344,Standard,Quarterly,7,0,29
42345,Standard,Annual,1,0,22
42346,Standard,Quarterly,12,5,10
42347,Standard,Annual,18,6,26
42348,Standard,Monthly,17,6,9
42349,Standard,Annual,3,4,20
42350,Premium,Quarterly,19,9,19
42351,Basic,Quarterly,10,4,15
42352,Standard,Annual,23,2,6
42353,Premium,Quarterly,2,4,28
42354,Basic,Annual,29,7,9
42355,Premium,Annual,4,4,25
42356,Premium,Monthly,28,10,22
42357,Basic,Monthly,6,0,14
42358,Premium,Annual,11,1,20
42359,Premium,Annual,8,4,16
42360,Standard,Monthly,10,5,4
42361,Standard,Monthly,23,8,1
42362,Standard,Monthly,17,7,26
42363,Premium,Quarterly,1,4,12
42364,Premium,Quarterly,24,1,28
42365,Basic,Annual,8,7,17
42366,Premium,Annual,26,9,23
42367,Premium,Annual,15,3,8
42368,Standard,Monthly,22,10,0
42369,Basic,Monthly,3,2,10
42370,Standard,Monthly,30,8,1
42371,Premium,Quarterly,27,4,24
42372,Premium,Annual,1,7,16
42373,Basic,Quarterly,10,10,24
42374,Standard,Quarterly,2,3,0
42375,Standard,Quarterly,8,0,6
42376,Standard,Annual,13,7,21
42377,Standard,Monthly,6,0,30
42378,Premium,Annual,12,10,12
42379,Premium,Quarterly,5,0,7
42380,Basic,Monthly,4,2,15
42381,Basic,Monthly,8,7,7
42382,Premium,Quarterly,13,10,9
42383,Premium,Monthly,19,5,22
42384,Basic,Annual,28,2,19
42385,Premium,Annual,25,2,25
42386,Basic,Annual,14,4,11
42387,Premium,Monthly,12,4,15
42388,Basic,Annual,23,4,10
42389,Basic,Quarterly,13,4,29
42390,Basic,Quarterly,23,7,21
42391,Standard,Quarterly,3,4,9
42392,Premium,Annual,6,9,1
42393,Standard,Quarterly,1,1,18
42394,Premium,Quarterly,2,10,10
42395,Basic,Annual,1,2,16
42396,Basic,Monthly,1,4,12
42397,Standard,Monthly,4,0,25
42398,Basic,Annual,16,7,21
42399,Standard,Monthly,17,5,7
42400,Standard,Monthly,2,0,16
42401,Basic,Annual,2,9,17
42402,Standard,Annual,18,1,12
42403,Standard,Annual,6,8,0
42404,Basic,Annual,24,3,28
42405,Premium,Quarterly,9,6,3
42406,Basic,Quarterly,7,8,23
42407,Basic,Monthly,10,2,29
42408,Basic,Quarterly,10,9,13
42409,Premium,Quarterly,16,3,30
42410,Basic,Monthly,9,8,21
42411,Premium,Quarterly,22,6,12
42412,Standard,Annual,16,2,26
42413,Premium,Monthly,21,2,23
42414,Basic,Quarterly,3,5,18
42415,Premium,Quarterly,5,10,6
42416,Standard,Quarterly,6,7,14
42417,Basic,Quarterly,20,2,13
42418,Basic,Quarterly,13,2,19
42419,Basic,Annual,20,1,14
42420,Standard,Annual,13,9,24
42421,Premium,Quarterly,23,0,10
42422,Standard,Monthly,21,0,18
42423,Basic,Quarterly,3,7,30
42424,Premium,Annual,29,3,4
42425,Premium,Quarterly,23,1,5
42426,Premium,Quarterly,3,6,28
42427,Basic,Annual,27,10,19
42428,Basic,Quarterly,27,2,23
42429,Premium,Monthly,11,5,3
42430,Premium,Annual,3,4,12
42431,Standard,Annual,29,4,23
42432,Standard,Annual,12,3,4
42433,Standard,Quarterly,16,1,29
42434,Basic,Quarterly,21,4,10
42435,Standard,Annual,8,6,28
42436,Premium,Monthly,13,7,16
42437,Standard,Annual,11,3,4
42438,Basic,Annual,20,9,30
42439,Premium,Quarterly,5,0,4
42440,Basic,Quarterly,23,3,3
42441,Standard,Monthly,3,7,4
42442,Standard,Monthly,14,6,9
42443,Premium,Quarterly,13,10,19
42444,Premium,Monthly,14,10,0
42445,Premium,Quarterly,23,7,9
42446,Standard,Annual,5,1,13
42447,Basic,Quarterly,30,3,3
42448,Premium,Quarterly,4,8,24
42449,Standard,Annual,26,4,28
42450,Basic,Quarterly,6,0,16
42451,Premium,Monthly,15,1,13
42452,Basic,Monthly,5,8,6
42453,Basic,Quarterly,29,3,4
42454,Basic,Annual,12,2,22
42455,Premium,Annual,15,10,29
42456,Premium,Annual,22,7,22
42457,Premium,Quarterly,27,9,16
42458,Standard,Annual,22,1,28
42459,Premium,Annual,28,5,23
42460,Standard,Quarterly,4,4,0
42461,Standard,Monthly,13,8,7
42462,Premium,Monthly,6,0,22
42463,Premium,Quarterly,26,0,10
42464,Premium,Monthly,26,3,11
42465,Standard,Annual,15,8,17
42466,Basic,Monthly,29,0,10
42467,Premium,Quarterly,2,9,1
42468,Standard,Monthly,27,10,23
42469,Basic,Quarterly,26,8,1
42470,Basic,Annual,9,2,7
42471,Premium,Monthly,17,8,14
42472,Premium,Monthly,20,4,2
42473,Standard,Monthly,16,10,3
42474,Standard,Quarterly,17,1,28
42475,Standard,Monthly,15,4,8
42476,Premium,Annual,5,2,7
42477,Standard,Annual,30,4,20
42478,Standard,Quarterly,12,8,4
42479,Basic,Annual,12,0,10
42480,Standard,Annual,16,10,13
42481,Premium,Quarterly,11,8,17
42482,Premium,Annual,18,10,12
42483,Basic,Quarterly,30,3,25
42484,Basic,Monthly,16,4,9
42485,Standard,Annual,17,8,13
42486,Basic,Annual,8,7,1
42487,Premium,Quarterly,11,10,26
42488,Basic,Monthly,5,3,20
42489,Premium,Monthly,6,3,10
42490,Basic,Annual,6,2,22
42491,Premium,Annual,20,4,27
42492,Premium,Annual,30,5,29
42493,Standard,Quarterly,5,9,16
42494,Basic,Annual,29,9,21
42495,Standard,Annual,16,0,11
42496,Basic,Monthly,20,6,17
42497,Standard,Annual,7,6,29
42498,Standard,Annual,5,10,4
42499,Premium,Monthly,29,2,23
42500,Premium,Monthly,6,2,6
42501,Standard,Monthly,15,9,20
42502,Basic,Annual,13,10,20
42503,Basic,Quarterly,23,7,27
42504,Basic,Monthly,20,1,26
42505,Standard,Quarterly,25,9,1
42506,Standard,Annual,26,7,8
42507,Premium,Monthly,30,5,2
42508,Premium,Annual,18,8,19
42509,Standard,Monthly,27,2,12
42510,Premium,Monthly,28,4,4
42511,Premium,Quarterly,29,5,0
42512,Standard,Quarterly,26,0,16
42513,Basic,Monthly,9,2,7
42514,Standard,Quarterly,16,7,9
42515,Standard,Annual,14,9,10
42516,Basic,Quarterly,16,0,6
42517,Standard,Monthly,14,4,9
42518,Basic,Monthly,9,10,11
42519,Premium,Monthly,15,1,13
42520,Premium,Monthly,12,2,22
42521,Premium,Quarterly,15,4,6
42522,Premium,Quarterly,22,4,27
42523,Premium,Monthly,9,6,27
42524,Basic,Quarterly,23,8,6
42525,Basic,Quarterly,18,7,22
42526,Premium,Monthly,23,8,24
42527,Premium,Monthly,24,3,28
42528,Basic,Monthly,22,7,23
42529,Premium,Monthly,15,7,1
42530,Premium,Quarterly,18,8,23
42531,Standard,Annual,8,5,20
42532,Standard,Quarterly,23,6,26
42533,Standard,Annual,6,9,0
42534,Premium,Annual,2,10,27
42535,Basic,Quarterly,4,6,6
42536,Premium,Annual,24,0,19
42537,Premium,Monthly,25,1,19
42538,Premium,Monthly,14,9,18
42539,Standard,Quarterly,15,5,10
42540,Standard,Monthly,13,2,5
42541,Standard,Quarterly,8,9,12
42542,Standard,Annual,1,5,12
42543,Basic,Monthly,16,7,2
42544,Basic,Monthly,22,5,24
42545,Standard,Annual,15,3,16
42546,Standard,Monthly,23,9,8
42547,Standard,Quarterly,2,6,29
42548,Premium,Quarterly,25,0,15
42549,Basic,Monthly,14,2,30
42550,Standard,Monthly,30,6,7
42551,Standard,Quarterly,3,9,5
42552,Standard,Monthly,9,3,0
42553,Standard,Monthly,30,6,7
42554,Standard,Annual,15,8,21
42555,Premium,Annual,23,4,6
42556,Standard,Annual,17,3,5
42557,Premium,Monthly,23,5,4
42558,Standard,Quarterly,2,1,7
42559,Premium,Monthly,30,2,11
42560,Basic,Quarterly,18,0,24
42561,Basic,Quarterly,30,1,5
42562,Basic,Quarterly,12,0,21
42563,Basic,Quarterly,13,5,28
42564,Standard,Quarterly,13,10,0
42565,Premium,Annual,15,7,30
42566,Premium,Annual,19,6,6
42567,Standard,Annual,13,6,8
42568,Standard,Quarterly,2,8,9
42569,Standard,Quarterly,24,10,11
42570,Premium,Quarterly,22,8,13
42571,Premium,Monthly,7,7,16
42572,Premium,Monthly,4,1,11
42573,Standard,Annual,9,6,14
42574,Basic,Annual,20,5,9
42575,Premium,Quarterly,10,0,30
42576,Basic,Monthly,17,9,16
42577,Standard,Quarterly,7,9,5
42578,Premium,Annual,30,7,17
42579,Basic,Quarterly,14,2,0
42580,Premium,Annual,26,6,1
42581,Standard,Quarterly,29,0,16
42582,Basic,Quarterly,7,5,23
42583,Basic,Annual,24,0,8
42584,Basic,Quarterly,13,4,11
42585,Standard,Annual,15,9,13
42586,Basic,Monthly,9,3,7
42587,Standard,Annual,10,2,20
42588,Standard,Quarterly,26,0,30
42589,Standard,Annual,10,3,23
42590,Standard,Annual,6,7,16
42591,Basic,Annual,26,2,2
42592,Standard,Annual,17,6,2
42593,Premium,Annual,25,2,23
42594,Standard,Annual,11,5,14
42595,Premium,Annual,8,10,29
42596,Standard,Monthly,24,1,21
42597,Premium,Annual,25,10,2
42598,Premium,Quarterly,6,5,19
42599,Basic,Monthly,6,4,24
42600,Basic,Annual,16,5,29
42601,Standard,Monthly,13,3,27
42602,Premium,Quarterly,7,7,3
42603,Standard,Monthly,18,3,7
42604,Standard,Monthly,11,7,27
42605,Basic,Monthly,19,3,6
42606,Basic,Monthly,8,2,25
42607,Standard,Monthly,2,1,6
42608,Premium,Annual,11,5,5
42609,Basic,Monthly,12,5,17
42610,Basic,Annual,9,0,30
42611,Premium,Annual,16,6,18
42612,Premium,Quarterly,19,1,27
42613,Basic,Quarterly,23,8,6
42614,Basic,Quarterly,17,3,30
42615,Premium,Monthly,30,10,27
42616,Premium,Monthly,6,4,9
42617,Standard,Quarterly,13,9,10
42618,Premium,Quarterly,18,1,14
42619,Premium,Annual,4,8,13
42620,Standard,Monthly,30,5,30
42621,Premium,Monthly,15,5,21
42622,Premium,Monthly,26,7,2
42623,Basic,Monthly,23,1,19
42624,Standard,Quarterly,19,3,0
42625,Standard,Quarterly,2,1,29
42626,Premium,Monthly,4,7,11
42627,Basic,Annual,14,5,16
42628,Premium,Monthly,18,4,9
42629,Standard,Annual,27,0,7
42630,Standard,Monthly,20,10,15
42631,Standard,Monthly,27,8,19
42632,Premium,Annual,5,2,15
42633,Premium,Monthly,26,2,25
42634,Basic,Annual,30,7,4
42635,Basic,Annual,17,3,29
42636,Premium,Monthly,11,8,2
42637,Standard,Annual,4,6,20
42638,Premium,Quarterly,18,0,3
42639,Basic,Quarterly,9,6,28
42640,Standard,Quarterly,7,2,26
42641,Standard,Monthly,13,4,7
42642,Premium,Monthly,25,0,9
42643,Premium,Monthly,23,9,24
42644,Standard,Annual,2,0,27
42645,Standard,Annual,7,7,7
42646,Standard,Monthly,12,1,30
42647,Premium,Quarterly,3,7,6
42648,Basic,Quarterly,22,6,22
42649,Basic,Quarterly,20,7,2
42650,Basic,Monthly,30,1,25
42651,Basic,Quarterly,9,2,13
42652,Basic,Annual,13,0,0
42653,Standard,Quarterly,16,8,25
42654,Standard,Annual,13,2,22
42655,Basic,Monthly,18,4,14
42656,Standard,Quarterly,13,5,26
42657,Premium,Quarterly,19,1,10
42658,Basic,Quarterly,9,9,3
42659,Premium,Monthly,13,2,12
42660,Standard,Annual,16,6,3
42661,Standard,Quarterly,18,3,9
42662,Basic,Quarterly,21,2,15
42663,Premium,Monthly,3,2,25
42664,Premium,Monthly,28,3,15
42665,Premium,Quarterly,19,9,15
42666,Standard,Annual,20,10,23
42667,Premium,Monthly,25,10,4
42668,Premium,Annual,24,3,17
42669,Premium,Annual,7,2,17
42670,Premium,Monthly,26,7,5
42671,Premium,Quarterly,23,3,24
42672,Standard,Annual,8,0,2
42673,Premium,Monthly,19,0,18
42674,Basic,Quarterly,12,3,12
42675,Basic,Quarterly,3,9,21
42676,Basic,Quarterly,29,0,22
42677,Standard,Monthly,22,0,20
42678,Premium,Quarterly,18,8,0
42679,Basic,Monthly,25,6,28
42680,Premium,Quarterly,14,3,10
42681,Premium,Monthly,7,6,13
42682,Standard,Quarterly,1,9,26
42683,Basic,Monthly,23,2,18
42684,Basic,Quarterly,4,7,17
42685,Basic,Annual,11,10,27
42686,Premium,Quarterly,7,8,19
42687,Premium,Quarterly,26,7,13
42688,Premium,Monthly,11,8,16
42689,Basic,Quarterly,8,5,10
42690,Standard,Quarterly,23,5,2
42691,Basic,Monthly,17,2,5
42692,Standard,Quarterly,23,9,26
42693,Standard,Quarterly,9,7,7
42694,Premium,Annual,2,10,25
42695,Premium,Annual,17,8,15
42696,Premium,Monthly,30,0,14
42697,Standard,Monthly,26,7,16
42698,Basic,Annual,4,2,9
42699,Basic,Monthly,25,9,7
42700,Standard,Monthly,5,5,7
42701,Premium,Annual,7,2,24
42702,Premium,Annual,28,8,1
42703,Premium,Quarterly,18,0,29
42704,Premium,Quarterly,18,7,20
42705,Standard,Monthly,24,5,30
42706,Standard,Annual,24,9,20
42707,Premium,Annual,14,2,23
42708,Basic,Annual,16,3,0
42709,Basic,Quarterly,2,6,30
42710,Standard,Monthly,18,1,8
42711,Premium,Annual,22,4,25
42712,Standard,Annual,13,7,12
42713,Premium,Annual,12,3,0
42714,Premium,Quarterly,8,0,27
42715,Basic,Monthly,16,1,30
42716,Basic,Monthly,23,10,25
42717,Standard,Monthly,2,7,11
42718,Basic,Quarterly,19,5,20
42719,Premium,Quarterly,19,2,24
42720,Standard,Monthly,25,1,6
42721,Premium,Quarterly,18,0,15
42722,Standard,Annual,28,3,16
42723,Premium,Annual,30,5,6
42724,Premium,Monthly,9,9,21
42725,Standard,Annual,7,1,26
42726,Basic,Monthly,12,3,9
42727,Standard,Annual,9,4,23
42728,Premium,Annual,7,2,1
42729,Standard,Annual,14,4,5
42730,Standard,Quarterly,23,7,28
42731,Premium,Quarterly,29,9,4
42732,Basic,Quarterly,24,7,9
42733,Basic,Annual,14,8,18
42734,Standard,Annual,15,5,5
42735,Standard,Monthly,18,3,4
42736,Basic,Monthly,6,10,18
42737,Premium,Monthly,12,0,14
42738,Premium,Monthly,6,4,24
42739,Basic,Monthly,13,4,16
42740,Premium,Monthly,7,1,20
42741,Basic,Quarterly,20,4,27
42742,Premium,Quarterly,9,5,29
42743,Standard,Annual,11,10,7
42744,Premium,Monthly,27,10,30
42745,Basic,Monthly,22,7,7
42746,Premium,Annual,29,6,19
42747,Standard,Annual,2,9,26
42748,Premium,Monthly,2,4,6
42749,Basic,Monthly,27,4,20
42750,Premium,Annual,2,10,14
42751,Standard,Monthly,17,3,27
42752,Basic,Monthly,22,3,21
42753,Premium,Quarterly,12,9,25
42754,Premium,Quarterly,22,3,29
42755,Premium,Quarterly,29,6,19
42756,Basic,Quarterly,17,6,12
42757,Premium,Monthly,19,3,22
42758,Standard,Annual,17,1,6
42759,Premium,Monthly,25,2,16
42760,Standard,Monthly,12,3,30
42761,Premium,Monthly,10,5,27
42762,Premium,Annual,22,5,9
42763,Premium,Quarterly,4,7,7
42764,Basic,Monthly,23,7,22
42765,Basic,Monthly,7,6,0
42766,Standard,Monthly,2,1,20
42767,Premium,Monthly,14,5,12
42768,Basic,Annual,12,1,6
42769,Basic,Monthly,21,9,7
42770,Premium,Monthly,3,3,13
42771,Standard,Monthly,6,4,6
42772,Basic,Monthly,28,4,7
42773,Premium,Annual,28,6,1
42774,Basic,Annual,20,6,23
42775,Standard,Monthly,9,3,1
42776,Standard,Annual,7,5,26
42777,Basic,Quarterly,26,6,8
42778,Standard,Annual,5,2,29
42779,Premium,Monthly,15,10,12
42780,Standard,Quarterly,3,7,6
42781,Basic,Quarterly,13,9,24
42782,Premium,Quarterly,23,1,0
42783,Basic,Monthly,8,9,27
42784,Premium,Annual,4,1,27
42785,Basic,Monthly,14,3,21
42786,Premium,Monthly,4,7,5
42787,Premium,Quarterly,10,5,9
42788,Premium,Annual,22,4,30
42789,Basic,Monthly,7,3,30
42790,Standard,Annual,2,0,16
42791,Premium,Annual,20,7,24
42792,Basic,Monthly,3,3,4
42793,Premium,Quarterly,14,2,7
42794,Basic,Monthly,28,9,29
42795,Standard,Annual,19,10,0
42796,Standard,Monthly,1,2,4
42797,Basic,Monthly,2,2,20
42798,Standard,Quarterly,1,1,26
42799,Basic,Quarterly,28,1,22
42800,Standard,Annual,10,5,30
42801,Basic,Monthly,6,2,8
42802,Premium,Monthly,29,10,11
42803,Basic,Monthly,14,4,22
42804,Premium,Annual,11,9,3
42805,Standard,Annual,20,3,22
42806,Premium,Annual,14,4,10
42807,Basic,Quarterly,25,2,1
42808,Premium,Monthly,23,10,10
42809,Basic,Monthly,1,4,25
42810,Standard,Monthly,20,8,28
42811,Basic,Quarterly,8,4,18
42812,Basic,Annual,30,9,27
42813,Premium,Annual,11,1,4
42814,Basic,Annual,23,0,3
42815,Premium,Quarterly,24,3,5
42816,Basic,Annual,9,7,13
42817,Premium,Quarterly,25,2,23
42818,Standard,Quarterly,3,1,28
42819,Standard,Annual,18,8,15
42820,Standard,Quarterly,30,1,20
42821,Premium,Quarterly,9,3,9
42822,Basic,Quarterly,1,4,28
42823,Basic,Monthly,8,9,7
42824,Premium,Monthly,10,7,27
42825,Premium,Monthly,14,8,26
42826,Basic,Monthly,11,2,20
42827,Basic,Annual,23,4,0
42828,Basic,Annual,4,2,7
42829,Premium,Annual,18,5,14
42830,Basic,Quarterly,20,10,30
42831,Standard,Annual,15,7,18
42832,Basic,Annual,27,5,13
42833,Standard,Quarterly,28,4,4
42834,Premium,Quarterly,11,6,10
42835,Basic,Monthly,7,10,19
42836,Standard,Annual,27,2,18
42837,Basic,Monthly,3,1,9
42838,Basic,Annual,10,5,10
42839,Basic,Annual,24,8,14
42840,Standard,Monthly,26,1,9
42841,Standard,Annual,26,3,15
42842,Standard,Annual,9,3,6
42843,Premium,Annual,22,3,21
42844,Basic,Annual,26,8,29
42845,Standard,Annual,17,8,4
42846,Basic,Annual,14,8,26
42847,Standard,Quarterly,24,4,14
42848,Premium,Annual,17,2,13
42849,Premium,Monthly,3,5,26
42850,Basic,Annual,16,4,0
42851,Standard,Annual,4,2,2
42852,Basic,Quarterly,11,10,30
42853,Standard,Quarterly,4,10,29
42854,Basic,Annual,11,4,30
42855,Standard,Monthly,21,8,21
42856,Premium,Quarterly,11,0,0
42857,Premium,Monthly,2,2,28
42858,Standard,Monthly,8,4,10
42859,Standard,Annual,15,8,30
